"Country","Year","Debt","GDP1","GDP2","RGDP1","RGDP2","GDPI","Infl","RGDP","GDPalt","dRGDP","debtgdp","GDP3","GNI","GDPI1","GDPI2","lRGDP","lRGDP1","lRGDP2"
"Sweden",1979,175145,475177.19512,462307,31640.92932,NA,NA,NA,NA,NA,0.0395618944884235,37.88499849667,NA,NA,1501.78015,NA,NA,30436.79216,NA
"Sweden",1980,229588,536997.68482,548581,32463.25966,1485844,NA,NA,NA,NA,0.025989449667656,41.8512489495626,NA,NA,1654.17056,36.9205,NA,31640.92932,NA
"Sweden",1981,295590,587727.87878,599426,32682.93038,1482839,NA,NA,NA,NA,-0.00202241958105964,49.3121753143841,NA,NA,1798.27167,40.42421,NA,32463.25966,1485844
"Sweden",1982,377089,646011.05501,656083,32928.99835,1500531,NA,NA,NA,NA,0.0119311671732401,57.4758071768359,NA,NA,1961.83026,43.72339,NA,32682.93038,1482839
"Sweden",1983,460196,723993.30788,736242,33808.26261,1527687,NA,NA,NA,NA,0.0180975934519181,62.5060781645166,NA,NA,2141.46854,48.19325,NA,32928.99835,1500531
"Sweden",1984,534622,811918.77862,826116,35324.79692,1592939,NA,NA,NA,NA,0.0427129379251117,64.7151247524561,NA,NA,2298.43863,51.86112,NA,33808.26261,1527687
"Sweden",1985,595695,880160.63913,899754,36184.2299,1627819,NA,NA,NA,NA,0.0218966325766399,66.206429757467,NA,NA,2432.44265,55.27359,NA,35324.79692,1592939
"Sweden",1986,630784,968116.05535,985263,36778.93922,1674392,NA,NA,NA,NA,0.0286106747740382,64.0218906017987,NA,NA,2632.2566,58.84303,NA,36184.2299,1627819
"Sweden",1987,622272,1046059.13007,1068070,37908.04793,1732278,NA,NA,NA,NA,0.0345713548559716,58.2613499115227,NA,NA,2759.46451,61.65696,NA,36778.93922,1674392
"Sweden",1988,609940,1141965.15542,1165480,38688.63372,1778468,NA,NA,NA,NA,0.0266643113865095,52.3338023818513,NA,NA,2951.68127,65.53281,NA,37908.04793,1732278
"Sweden",1989,600047,1262059.79518,1293300,39590.38243,1827894,NA,NA,NA,NA,0.0277913350141807,46.396582386144,NA,NA,3187.7939,70.75356,NA,38688.63372,1778468
"Sweden",1990,618570,1380287.3175,1421420,40524.20967,1846361,NA,NA,NA,NA,0.0101028834275949,43.517749855778,NA,NA,3406.08078,76.98494,NA,39590.38243,1827894
"Sweden",1991,692958,1463641.50774,1532490,40386.65426,1825658,NA,NA,NA,NA,-0.0112128668229019,45.2177828240315,NA,NA,3624.0722,83.94179,NA,40524.20967,1846361
"Sweden",1992,880802,1473313.39364,1529380,39614.16926,1803686,NA,NA,NA,NA,-0.0120351128195971,57.5920961435353,NA,NA,3719.15762,84.79192,NA,40386.65426,1825658
"Sweden",1993,1132268,1487793.57505,1573380,38800.59741,1766570,NA,NA,NA,NA,-0.020577861113298,71.9640519137144,NA,NA,3834.46048,89.06412,NA,39614.16926,1803686
"Sweden",1994,1286596,1582615.22632,1679180,39913.95481,1836294,NA,NA,NA,NA,0.0394685746955965,76.6204933360331,NA,NA,3965.06744,91.44396,NA,38800.59741,1766570
"Sweden",1995,1386165,1713481.67432,1809760,41153.40089,1909251,NA,NA,NA,NA,0.0397305660204739,76.5938577490938,NA,NA,4163.64538,94.789,NA,39913.95481,1836294
"Sweden",1996,1411193,1755796.94254,1852090,41671.70173,1937136,NA,NA,NA,NA,0.0146052038207654,76.1946233714344,NA,NA,4213.40351,95.6097,NA,41153.40089,1909251
"Sweden",1997,1432076,1826813.76452,1927000,42775.2017,1984795,NA,NA,NA,NA,0.0246028157031823,74.3163466528282,NA,NA,4270.73092,97.08811,NA,41671.70173,1937136
"Sweden",1998,1448859,1899317.58681,2012090,44334.55556,2060494,NA,NA,NA,NA,0.0381394552082206,72.0076636730961,NA,NA,4284.0569,97.65085,NA,42775.2017,1984795
"Sweden",1999,1374179,1988329.29678,2123970,46328.09241,2155182,NA,NA,NA,NA,0.0459540284999616,64.6986068541458,NA,NA,4291.84366,98.55177,NA,44334.55556,2060494
"Sweden",2000,1279205,2105179.93871,2249990,48302.71656,2249987,NA,NA,NA,NA,0.0439893243354854,56.8538082391477,NA,NA,4358.30547,100.00013,NA,46328.09241,2155182
"Sweden",2001,1156827,NA,2326180,NA,2273786,NA,NA,NA,NA,0.0105773944471679,49.7307603022982,NA,NA,NA,102.30426,NA,48302.71656,2249987
"Sweden",2002,1160329,NA,2420760,NA,2328614,NA,NA,NA,NA,0.0241130871594777,47.9324261802079,NA,NA,NA,103.95712,NA,NA,2273786
"Sweden",2003,1228740.5,NA,2515150,NA,2373151,NA,NA,NA,NA,0.0191259693534438,48.8535673816671,NA,NA,NA,105.98356,NA,NA,2328614
"Sweden",2004,1257326,NA,2624960,NA,2471092,NA,NA,NA,NA,0.0412704459176849,47.8988632207729,NA,NA,NA,106.22672,NA,NA,2373151
"Sweden",2005,1308572,NA,2735220,NA,2552597,NA,NA,NA,NA,0.0329833935766051,47.8415630186969,NA,NA,NA,107.1544,NA,NA,2471092
"Sweden",2006,1269957,NA,2900790,NA,2660992,NA,NA,NA,NA,0.0424645958606078,43.7796944970163,NA,NA,NA,109.0116,NA,NA,2552597
"Sweden",2007,1167998,NA,3063870,NA,2729106,NA,NA,NA,NA,0.0255972208860455,38.1216565977016,NA,NA,NA,112.26643,NA,NA,2660992
"Sweden",2008,1118877,NA,3156880,NA,2724874,NA,NA,NA,NA,-0.00155069095887073,35.442493854692,NA,NA,NA,115.85416,NA,NA,2729106
"Sweden",2009,1088724.87227,NA,3089170,NA,2593323,NA,NA,NA,NA,-0.0482778286262043,35.2432812784664,NA,NA,NA,119.12014,NA,NA,2724874
